,id,type,date,text,named_entities
61,new_york_herald_12148-bd6t51405p_article_57,article,1919-02-13,"(SPECTAL TELESRAM 7O THID HERALD.)
Lornor, Wednesday. — Lady Broadbeut dieck from broncho-pneumouia; Following influenza, on Sunday last. Sho
was the daughter of Mr. John Harpin,
and-married Bir William-Heury Broadbent,tho eminont consulting physiclan,
in 1863. Hor husband died in 1907","[('THID', 'PERSON'), ('Lornor', 'PERSON'), ('Wednesday', 'DATE'), ('Lady Broadbeut', 'PERSON'), ('Sunday', 'DATE'), ('John Harpin', 'PERSON'), ('Bir William-Heury Broadbent', 'PERSON'), ('1863', 'DATE'), ('1907', 'DATE')]"
62,new_york_herald_12148-bd6t51405p_article_56,article,1919-02-13,"GSPECIAL TELEGRAM' TO THE HERALD.)
LonpoN, Weduesdty. — Mr. Gsorge.
Paülding, of the famous, railway building firm, died at Effingham, Surrey, on
Monday from heart failure, following influenza, at the age of. sixty-fóur. Mr
Paulding was a canstructional engineer
Of. world-wide reputé. One of. the laßt
préjects, with which, Mr.Paulding was
connested was the building of the Murman Räilyay, which, eztending. from
Pétragrad tothe ice-freé. port of Katharinadistanceappfgsimately öfI.
iniles—was.öf the greatest militarz välue
toRussia.","[('TELEGRAM', 'ORG'), ('Weduesdty', 'PERSON'), ('Gsorge', 'PERSON'), ('Effingham,', 'FAC'), ('Surrey', 'PERSON'), ('Monday', 'DATE'), ('the age of', 'DATE'), ('sixty', 'CARDINAL'), ('One', 'CARDINAL'), ('Paulding', 'PERSON'), ('Räilyay', 'PERSON'), ('Pétragrad', 'GPE'), ('Katharinadistanceappfgsimately öfI.\niniles—was.öf', 'FAC')]"
63,new_york_herald_12148-bd6t51420p_article_89,article,1919-02-28,"one's contempt for him as a diplomatist.
Another illusion has, béen shattered by
the prevailing outbreak of grippe. It was
formerly thought that influenza rarely,
vory rarely, attacked a person twice, not
because one attack was necessarily' sufficient. because fatal, but because it conferred a sortof immunity. This idea
has now been-proved erroneous. Accord-
ing to statistics gathered byrthe Matin.
about a third of those now suffering from
grippe have had a previous attack quite
recently. Instead of &cquiring immunity,
they would seem to have been rendered
more susceptible to the malady.
No precaution should be neglected,
therefore, to avoid possible contagion,
particularly in viem of the virulence of
the present epidemic. In England, the
deaths attributed to influenza numbered","[('one', 'CARDINAL'), ('Matin', 'PRODUCT'), ('about a third', 'CARDINAL'), ('England', 'GPE')]"
64,new_york_herald_12148-bd6t51420p_article_197,article,1919-02-28,"epidemic, commonly known as Spanish
Flu, both in England and in France,
the Matin’' has been prompted to ask.
the opinion of Professor Albert- Robin
on the subject.
The“Matin' warus the public#tliat a
person is not immune because he has
already been a. victim to the disease. On
the contrary, experieuce has shown that
those who have already suffered are more
prone than others to another attack","[('Spanish', 'NORP'), ('England', 'GPE'), ('France', 'GPE'), ('Matin', 'PERSON'), ('Robin', 'PERSON'), ('The“Matin', 'ORG')]"
65,new_york_herald_12148-bd6t51420p_article_210,article,1919-02-28,"(SPECTAL, TELEGRAM TO TIIE HERALD.)
LospoN, Thursday.—It is believed that
next week will see the maximum deathroll of the present alarming epidemic of
influenza, as in the ordinary way the
height is reached after a-period of five
or six weeks have elapsed. Weather conditions, honever, are always liable to
influence this rule.
Of the 3,046 deaths reported in yesterday's telegram, many were those of persons over sixty-five.
Second Attack of“Flu“ Possible.
The recent damp weather having
brought about ar recrudescence of the","[('SPECTAL', 'ORG'), ('TELEGRAM TO TIIE HERALD', 'ORG'), ('Thursday.—It', 'GPE'), ('next week', 'DATE'), ('five', 'CARDINAL'), ('six weeks', 'DATE'), ('3,046', 'CARDINAL'), ('yesterday', 'DATE'), ('sixty-five', 'CARDINAL'), ('Second Attack', 'LOC')]"
66,new_york_herald_12148-bd6t53189t_article_17,article,1918-07-19,"Wir# zun Barrisn AnMIEs.
Thursday.
The enemy's aggressiveness has been
confined this week to heary bursts of
artillery fire. His batteries have been
very energetic during the night around
Tpres and against the Allied trenches
defending the Flemish hills. His infantry, however, is apparently tod weak or
dispirited to give any exhibitions of hostility, and is content to hold the defences.
If the Fourth German Army tries
again to advance from Kemmel against
Vpres and the hills overlooking it, fresh
divisions will undoubtedly be sent
through these weary trench garrisons if
the latter are not relieved beforehand.
Some of the trench garrisons have been
depleted by influenza, and these men
who had been sent to medical camps are
only just beginning to return in any
number.
In spite of the severe cannonade of
the Fourth and Sixth German Armies.
north of La Bassée, a rast amount of
constructional work has been carried out
behind their front, which embraras al
the Flanders defences.","[('# zun', 'MONEY'), ('Thursday', 'DATE'), ('this week', 'DATE'), ('Tpres', 'ORG'), ('Allied', 'ORG'), ('Flemish', 'NORP'), ('the Fourth German Army', 'ORG'), ('Kemmel', 'GPE'), ('Vpres', 'PERSON'), ('Fourth', 'ORDINAL'), ('Sixth', 'ORDINAL'), ('La Bassée', 'ORG'), ('embraras al', 'PERSON'), ('Flanders', 'ORG')]"
67,new_york_herald_12148-bd6t53189t_article_130,article,1918-07-19,"(FROM THE HERALD'S CORRESPONDENT.)
Lorpos, Thursday.—The King’s decision that no alcchol should be consumed
at the Royal table or by the household
during the war is strictly adhered to in
every particular at Buckingham Palace.
One of the organizers of the recent
women's procession was seized with an
attack of influenza while in the quadrangle after the. ceremony. She was
taken into the Palace by an officer attached to the household, who, in sending
the servants fer water said,This is a
teetotal house, and we cannot get brandy
or any other stimulant for vou.'2","[('CORRESPONDENT', 'ORG'), ('Lorpos', 'ORG'), ('Royal', 'ORG'), ('Buckingham Palace', 'FAC'), ('One', 'CARDINAL'), ('Palace', 'ORG')]"
68,new_york_herald_12148-bd6t53189t_article_197,article,1918-07-19,"point I decline all responsibility.'
A delightful evening was passed at the
new quarters of the American Red Cross
Club for Women, 6 früe Chauveau-Lagarde, by those who braved'the beat and
storm of Wednesday night.
M. André Baugé's fine voice was heard
with effect in the prologue from Pagliacci, in the baritone solo from Le
Barbier de Séville,'' and as an encore in
a delicate chanson de Provence.
Major Dagincourt, who as surgeonmajor did much to suppress the epidemic
of typhus in Serbia, made an interesting and courteous address on the“Sentiments of France for America. His
allusions to what had been accomplished
by women during the war were particuarly appreciated, as also his tribute to
the Red Cross and especially to its
women workers.
Mlle. Suzanne Coulomb, of the Théätre Sarah Bernhardt, delighted thie audience by her presence and by the grace
with which she recited some of Lafontaine's fables and“La Brouette, by
Edmond Rostand.","[('Red Cross', 'ORG'), ('Club for Women', 'ORG'), ('6', 'CARDINAL'), ('Chauveau-Lagarde', 'PERSON'), ('Wednesday night', 'TIME'), (""M. André Baugé's"", 'PERSON'), ('Pagliacci', 'ORG'), ('Le\nBarbier de Séville', 'FAC'), ('chanson de Provence', 'ORG'), ('Dagincourt', 'PERSON'), ('Serbia', 'GPE'), ('America', 'GPE'), ('the Red Cross', 'ORG'), ('Mlle', 'PERSON'), ('Suzanne Coulomb', 'PERSON'), ('Sarah Bernhardt', 'PERSON'), ('Lafontaine', 'ORG'), ('Brouette', 'PERSON'), ('Edmond Rostand', 'GPE')]"
69,new_york_herald_12148-bd6t539040_article_31,article,1920-01-04,"Misfortunes nerer comé singly, and
it is not surprising that with anticipations of a Paris flood should come
fears of a recurrence of the influenza
epidemic, which
caused such worldwide ravages in 1918. Happily, the
best opinion in the medical profession is rather reassuring on this point,
and goes to indicate that there is little reason forapprehension. Siich
cases as have niade their appearauce
in Paris during the last, few, days
prove to be 6f. a mild and comparatively harmless form of#the disease,
and not of the cpidemie varietz
Atithe Lariboisière: Hospital the
head physician ofreach ward is obligech
to declare erery case of influenza clearIy characterised as such coming under
his care. In the last three days only
two such cases have been notified
And these twro cases were not of the.
infectious variety
No Recurrence of. Epidemic.
At# sthe Public. Health Servicé
nothing, it is declared, is known of
n recrudescence of,the dread epidemie.
At the Bureau of. Municipal Statistics
it was found that grippe was Tecorded in only sefen cases as among
the causes of death in Paris during
therlast weck of December. These
figures are hardly portentous in view
of ine fact that in the first week of
January, 1919, there were 142 deatks
from-grippe., While it is wise to be
carelul, there is no reason for anxiety.
The viers and warnings expressed
during the last Sware“. are again
being giren. At the Pasteur Institute
a promjuent professor said: In itself
grippe is not serious. It only.becomes
so When followed br pulmonary compliçations that are likely to derélop
in its later stages.
The. prephylaxis, or preventive
treatment, is simple: Avoid-all promischous exposure liable. to increase
the virus wlich may hare found lodg
ment. The therapeutic of the disease
is more complicäted.
Ve need not-be surprised by the
frequeney of dases of grippe at this
time. They aredue simply to conditions of temperature. The infectious
agents are not external to us. The
bacteria die rapidly. And the best disinfection is pienty of fresh air and sun
licht. the ultra-red and ultra-violet
rays of hich aresincomparable sauftary agents.","[('Paris', 'GPE'), ('1918', 'DATE'), ('Paris', 'GPE'), ('6f', 'CARDINAL'), ('Atithe Lariboisière:', 'WORK_OF_ART'), ('the last three days', 'DATE'), ('two', 'CARDINAL'), ('No Recurrence of.', 'WORK_OF_ART'), ('the Bureau of.', 'ORG'), ('Paris', 'GPE'), ('December', 'DATE'), ('the first week of\nJanuary, 1919', 'DATE'), ('142', 'CARDINAL'), ('the Pasteur Institute', 'ORG')]"
70,new_york_herald_12148-bd6t539040_article_43,article,1920-01-04,"But it is better to avoid grippe than
to have to treat it. It will be aroided
by abstaining from assemblies, such as
cincmas, „theätres and
other public
places; by pulverizing the nostrils
with oil containing 5 per cent. of
gomenol; by good hygiene, by abstaining from excess, of any kind, and,
ahore all, by avoiding contact with
people suffering from grippe
In short, there is eridently grippe
in Paris;; but until the present time it
is localised and has not an epidemic
character. It. is moring-in isolated
centresand it is very probable that
even if it. becomes extended a little,
we shall not 'sée the grippe of 1918-19,
which prevailed throughout the world
and madle so gréat a number of vietims.","[('5 per cent', 'MONEY'), ('Paris', 'GPE'), ('1918-19', 'DATE')]"
71,new_york_herald_12148-bd6t539040_article_45,article,1920-01-04,"Therumor is current that Paris is
fnced by a new epidemic of grippe.
In realliy, one cannot yet Speak of an
epidemic. The fact is that in the city
chere have been noted isolated centres
of a disease which has all the appearances of grippe; but those
ccntres are
separated by large spaces
in ihich the
discäse is not preralent.
And as these
centres have Gxisted for
aboüt threo
weeks, withoub becoming general,
There.are grounds forthe hope that
the discase will remain localised.
What are the fentures of these centres?
Thefirst cases which appeared preveuted the intestinal form of grippe.
Such cases are ordinarily very serious. They are accompanied by an
abundant diarrhca, requiring frequent. visits to the water-closet, by
rather violent colic und, sometimes,
by the presence of blood in the stools.
A second varicty takes the pulmonar
form. It begins generally by a sore
hroat and arather intense, fever. This
fever
of falling at the end of
chrec or four days, continues; the respiration peomes embarrassed; the expectoration contains blcod, and on
auschlation sigus of broncho-pneumonia are-perceived.
In athirdscase, pulmonary congestion is predominant. It may be rather
intense äud be a great obstacle to the
breathing, so much so indeed that the
lips become blue and ihe face has a
purplish appcaränce. It is these cases
which, falsely interpreted, bave causec
certain incompeteht persons to belicre
that it was a question of plägue.
A. fourth
varicty is accompanied by
heryous troubles, delirium, somnolence,
agitation, stiffness of the back of the
ncck, and symptoms hich
suggest
meningitis:
But sd far the affection has not
shown itself in its very serious forms.
The cases which the doctors hare met
hare remained benign for the most
part. The disease begins by a strong
rise in temperature, which falls at che
ond of threé days, in order to rise
again und return rather rapidly to. a
normal rate, so that the thermal curve
resembles a V.
These are the principal forms of
grippe, but they may be complicated
with pleurisy, pericarditis, nephritis,
urthritis, ctce., Which all superpose
their personally grave Character upon
the fundamental malady. What is almnost commen to all the forms of
grippe is the stowness ol convalescence.
The patients are as exhausted as 
he had suffered a long illness. The
ppetite, like the strength,","[('Therumor', 'GPE'), ('Paris', 'GPE'), ('Speak of', 'LOC'), ('Gxisted', 'PERSON'), ('weeks', 'DATE'), ('There.are', 'ORG'), ('Thefirst', 'NORP'), ('diarrhca', 'PERSON'), ('second', 'ORDINAL'), ('four days', 'DATE'), ('fourth', 'ORDINAL'), ('che\nond of threé days', 'ORG'), ('Character', 'PERSON')]"
72,new_york_herald_12148-bd6t532405_article_226,article,1918-09-08,"(SPECTAL TELEGRAM TO THE HERALD.)
LonpoN, Saturday.—The. football season opened to-day, when Stoke, Leeds
City and Chelsea, the respective champions of the Lancashire, Midland and
London combinations, showed good form
and easily won their matches. The full
results were:
—
LONDON COAIBINATION. — Brentford 2, West
Häm: United 0; The Arsenal ö, Queen's Park Rangerß 2; Chelsen 6, Millwall 1; Fulham 2, Tottenham
Hotspur 2; Crystal Palace 2, Clapton Orient 1.
LANCASHIRE SECTTON.—Bolton Wanderers 4,
Blackpool 1; Bury 1, Burslem Port Vale 1; Everton
6, Burnley 0; Liverpool- 4, Rochdale 0; Oldham
Athletic 4, Manchester United 1; Stockport County
0, Preston Nörth End 0; Stoke 3, Manchester City 0;
Southport Central 3, Blackburn Rövers 0.
MIDLAND SECTION.—Leicester Fosse 4, Rotherham 0; Leeds City 4, Notts County 1; Lincoln City
6, Barnsley 2; Bradford 4, Sheffield Wednesday' 3;
Huli City 2, Bradford City 0; Nottingham Forest
1, Birmingham 0; Sheffield United 5, Huddersfield
Town 1; Coventry 7, Grimsby Town 4.
BEEsr, Saturday. — There is an epidemic of grippe at Brest, which has
greatly affected the men from eighteen
to twenty who had arrived there to
join the navy and were lodged in the
Second Dépöt. The engagements have
been suspended owing to a few deaths
cécürring, and the sufferers have been
isolsted at the hospital. The dépötz
has been disinfected and the personnel
ledged in tents at differens points on
the coast. Measures have been taken to
protect the civil population of Brest,
Fhich has so far not been affected. The
epidemie, which seems to have been introduced by sailors recently arrived
from Touion, is now diminishing.
Matin.","[('HERALD', 'ORG'), ('Stoke', 'ORG'), ('Leeds\nCity', 'PERSON'), ('Chelsea', 'ORG'), ('Lancashire', 'GPE'), ('Midland', 'GPE'), ('London', 'GPE'), ('LONDON', 'GPE'), ('2', 'CARDINAL'), ('West', 'LOC'), ('The Arsenal ö,', 'ORG'), (""Queen's Park Rangerß 2"", 'ORG'), ('6', 'CARDINAL'), ('Fulham', 'ORG'), ('2', 'CARDINAL'), ('Tottenham', 'GPE'), ('Crystal Palace 2', 'LOC'), ('LANCASHIRE SECTTON.—Bolton Wanderers 4', 'ORG'), ('Blackpool 1', 'PRODUCT'), ('Bury 1', 'DATE'), ('1', 'CARDINAL'), ('Everton', 'ORG'), ('6', 'CARDINAL'), ('Burnley 0', 'ORG'), ('Liverpool- 4,', 'DATE'), ('Rochdale 0', 'ORG'), ('Oldham\nAthletic', 'PERSON'), ('Manchester United 1', 'ORG'), ('Stockport County', 'GPE'), ('0', 'CARDINAL'), ('Preston Nörth End', 'PERSON'), ('0', 'CARDINAL'), ('3', 'CARDINAL'), ('Manchester City', 'GPE'), ('Southport Central 3', 'ORG'), ('MIDLAND SECTION.—Leicester Fosse', 'ORG'), ('Rotherham 0', 'ORG'), ('Leeds City 4', 'GPE'), ('Lincoln City', 'GPE'), ('6', 'CARDINAL'), ('2', 'CARDINAL'), ('4', 'CARDINAL'), ('Sheffield', 'ORG'), (""Wednesday' 3"", 'DATE'), ('Huli City 2', 'LOC'), ('Nottingham Forest', 'ORG'), ('1', 'CARDINAL'), ('Sheffield United 5', 'ORG'), ('Huddersfield', 'ORG'), ('Coventry 7,', 'ORG'), ('BEEsr', 'ORG'), ('Saturday', 'DATE'), ('Brest', 'ORG'), ('eighteen', 'CARDINAL'), ('twenty', 'CARDINAL'), ('navy', 'ORG'), ('Second Dépöt', 'ORG'), ('Brest', 'GPE'), ('Fhich', 'GPE'), ('Touion', 'PERSON'), ('Matin', 'PRODUCT')]"
73,new_york_herald_12148-bd6t539785_article_51,article,1920-03-18,"At a time when the epidemic of
business is transforming some of the
most ancient hostelries in Paris into
commercial houses it is pleasant to
note that one of the oldest and most
famous, the Hotel du Rhin, in the
place Vendöme, has just reopened. its
doors. It is owing to the initiative
of a Frenchman that it has been conserved in its charming originalit.
while being enlarged and remodelled.
The hotel occupies Nos. 4 and 6 of
the famous square erected by order
of Louis XIV., who instructed Mansart to draw up plans by which 1
should be octagonal in shape with uniform buildings. The place'' was
opened on the site of the residence o
the Duc de Vendöme, grandson of the
first duke, who was the son of Henri
IV. and Gabrielle d'Estrées. Part o
the ground occupied by the Couvent
des Capucines was also used by the
architect. Louis XIV., of whom a
statue was erected in the centre of the
Splace'' in 1699, gave over the buildings as residences to his farmersgeneral, and Nos. 4 and 6 were occupied by Aubert, one of the chief tax
controllers of the King. It afterwards
became the home of the politician Le
Peletier de Saint-Fargeau and his
daughier, Princesse de Chimay, known
at Court as“La Dame de Volupté.'
The nephew of the princess was the
Revolution hero, Le Peletier de SaintFargeau, who, after voting in favor
of the execution of. Louis XVI., was
assassinated by Päris, a Royal Guard
at the Palais Royal. His bloodchvered body was laid naked in the
place Vendöme, where Louis XIV.'s
statue had been thrown down. Followed by a huge crowd the body was
then conveyed to the Panthéon.
The place Vendöme has retained its
original aspect, except that the statue
of the“Roi Soleil'' kas been replaced
by Napoleqn’s Grand Army column—
which continues popularly, but incorrectly, to be called the Vendöme
column. One corner of the square
narrowly escaped total destruction
during the war by. a Gotha bomb,
which did considerable damage.
From the early days of its existence
to the time it was closed as a result
of the war the Hotel du Rhin shelterec
at various timnes most of the crowned
heads of Europe as well as a long list
of celebrities. In the earlv ’sixties
Prince Louis Napoleon lived in what
are now rooms 8, 9 and 10, and his
furniture is still kent in these rooms,
just as it was the day he left. King
Albert of the Belgians stopped there
before the war; and John Jacob Astor
made his domicile at the hotel, as did
Count Potocki and many others. Even
the Tron Chancellor of Germany lived
under its roof at one time. Probably
there evolved some of the plans which
in after Fears burned out in a way
that Bismarck did not foresee","[('Paris', 'GPE'), ('the Hotel du Rhin', 'ORG'), ('Vendöme', 'PERSON'), ('Frenchman', 'NORP'), ('Nos', 'PERSON'), ('4 and 6', 'CARDINAL'), ('Louis XIV', 'PERSON'), ('Mansart', 'PERSON'), ('1', 'CARDINAL'), ('the Duc de Vendöme', 'ORG'), ('first', 'ORDINAL'), ('Henri', 'GPE'), ('IV', 'GPE'), (""Gabrielle d'Estrées"", 'PERSON'), ('Louis XIV.', 'PERSON'), ('Splace', 'PERSON'), ('1699', 'DATE'), ('Nos', 'PERSON'), ('4 and 6', 'CARDINAL'), ('Aubert', 'PERSON'), ('one', 'CARDINAL'), ('Le\nPeletier de Saint-Fargeau', 'FAC'), ('Princesse de Chimay', 'ORG'), ('Court', 'ORG'), ('Le Peletier de SaintFargeau', 'WORK_OF_ART'), ('Louis XVI', 'PERSON'), ('Päris', 'ORG'), ('Royal Guard', 'ORG'), ('the Palais Royal', 'FAC'), ('Vendöme', 'PERSON'), ('Louis XIV', 'PERSON'), ('Panthéon', 'NORP'), ('Vendöme', 'PERSON'), ('Soleil', 'ORG'), ('kas', 'ORG'), ('Napoleqn’s Grand Army', 'ORG'), ('Vendöme', 'GPE'), ('One', 'CARDINAL'), ('Gotha', 'ORG'), ('the early days', 'DATE'), ('the Hotel du Rhin', 'ORG'), ('Europe', 'LOC'), ('Prince Louis Napoleon', 'FAC'), ('8', 'CARDINAL'), ('9', 'DATE'), ('10', 'DATE'), ('the day', 'DATE'), ('Albert', 'PERSON'), ('Belgians', 'ORG'), ('John Jacob Astor', 'PERSON'), ('Potocki', 'PERSON'), ('Germany', 'GPE'), ('one', 'CARDINAL'), ('Fears', 'PERSON'), ('Bismarck', 'ORG')]"
74,new_york_herald_12148-bd6t51398v_article_220,article,1919-02-06,"(FROH, THE HIEHALD'S CONRESPOXDENT.)
Lörpös, Weducsday.—Three: Britisn
military physicians, Major-General Sir
John Rose Brädford, Captain E. F.
Bashford and. Captain J. A. Wilson
havotsticcceded in, isolating the microbes
of, french-fever, influenza, nephritis,
mumps, measles and typhus fever.
76. English press considers these discoreries to be the most important made
stnco tllose of Lister and Pasteur","[('FROH', 'ORG'), ('Lörpös', 'PERSON'), ('Major-General Sir', 'ORG'), ('John Rose Brädford', 'PERSON'), ('E. F.\nBashford', 'PERSON'), ('J. A. Wilson', 'PERSON'), ('french', 'NORP'), ('76', 'DATE'), ('English', 'NORP'), ('Lister and Pasteur', 'ORG')]"
75,new_york_herald_12148-bd6t52839x_article_189,article,1919-07-16,"ACTIF
Espüces en
banques
Portefenille ct B
Nationale
Arances Sur gurantias et Re
Coniptes courants
Opérations de Change à Terum
garantic
Portefeuille titres (Aclions, Bons,
Renies)
Obligations,
Compte d’ordre
Inimeuhles
8 1 14
5 705
40.3745
35.000
—
cb divers
r. 3,945, 200.
William R.
Paris, un In
here #o Wi
OnmtAnt
1
All chat.
8
nrce orfan
Torbert. Hoo
or. 18 z
S
315,20fl.
Depöts ct. Bons à vi
Comptes courante
Comptes exigibles apres encals
Inent.
Eratlons de change 3-Terme garartics
Acceptations
Bons à échéance
Ccmaptes d'ordre et divers
Dividende de I Exercico
938, 25 
100,1524
118.318
10,945
0 95
5597
Di
in consum
vorluhel
Whorol
eel dailz
III
1916
15,00
(Solde)
Solde du Compte Profits et
Pertes des Exercices antsrieurs
Röserves diverses
Capital entièrcment versé
America
4 665
4 cah
tates: Wa
stertla
horities i
anization
270,0
250,00
vi Polnd
epidemic
mprise
nen und tn
omtmandet
Christ, M.
* negoliatir
tnantities o
Serilizers.
portabie bat
rican Arn
MARCEE PREN
LL 3E3
P PH
SHIOEEL","[('Portefenille', 'NORP'), ('Nationale\nArances Sur', 'ORG'), ('Coniptes', 'PERSON'), ('Opérations de Change à Terum', 'ORG'), ('Portefeuille', 'GPE'), ('Aclions, Bons', 'ORG'), ('Compte', 'GPE'), ('Inimeuhles', 'NORP'), ('8 1', 'CARDINAL'), ('5 705', 'CARDINAL'), ('40.3745', 'CARDINAL'), ('35.000', 'CARDINAL'), ('cb divers\nr. 3,945', 'ORG'), ('200', 'CARDINAL'), ('William R.\n', 'PERSON'), ('Paris', 'GPE'), ('un', 'ORG'), ('OnmtAnt', 'ORG'), ('1', 'CARDINAL'), ('8', 'CARDINAL'), ('Torbert', 'PERSON'), ('Hoo', 'PERSON'), ('18 z', 'TIME'), ('315,20fl', 'CARDINAL'), ('Depöts', 'PERSON'), ('Comptes', 'PRODUCT'), ('Comptes', 'ORG'), ('Eratlons de', 'ORG'), ('3', 'CARDINAL'), ('Ccmaptes', 'NORP'), ('Dividende de I Exercico', 'ORG'), ('938', 'CARDINAL'), ('25', 'CARDINAL'), ('118.318', 'CARDINAL'), ('10,945', 'CARDINAL'), ('0 95', 'CARDINAL'), ('Whorol', 'ORG'), ('1916', 'DATE'), ('15,00', 'CARDINAL'), ('Pertes des Exercices', 'ORG'), ('Röserves', 'ORG'), ('America', 'GPE'), ('4 665', 'CARDINAL'), ('4', 'CARDINAL'), ('270,0', 'CARDINAL'), ('250,00', 'CARDINAL'), ('Polnd', 'PERSON'), ('M.\n*', 'PERSON'), ('Serilizers', 'GPE'), ('rican', 'NORP'), ('LL', 'ORG')]"
76,new_york_herald_12148-bd6t54683c_article_219,article,1918-05-26,"(FROM THL HERALD'S CORRESPONDENT.)
Maparn, Wednesday.—Madrid is. very
much alarmed by the strange sickness
which is now. epidemic here.
Though it
is mild in character, none ofithe cases
having proved fatal sofar, it causes
much anxiety because the doctors declare it'tobe an' unknown
malady, and
it spreads with extraordinaryrapidity.
There“is hardlya house witliout at
least one sick person. In the theatres,
programmes-Haverto be altéred dailycn
account of aitists, suddenly fallingil.
The newspaper staffs have been very
much depleted: In Government offices,
the same state of affairs exists. At the
chief Post Oflice, förty, employés were
taken Festerday to the hospital, the
total number of the sick being already
115. At the barracks, there
are Jarge
numbers of sick soldiers. One regiment.
has 300 men in bed. A military band
could not attend a ceremony yesterday
because. half the musicians were iIl.
Physicians are bewildered. They cannot attend to alllthe calls upon#stheir
services and confess they#do not. Kno
what ithestrouble is.","[(""THL HERALD'S"", 'ORG'), ('CORRESPONDENT', 'ORG'), ('Maparn', 'ORG'), ('There“is hardlya', 'ORG'), ('Post Oflice', 'PERSON'), ('Festerday', 'PERSON'), ('115', 'CARDINAL'), ('Jarge', 'PERSON'), ('One', 'CARDINAL'), ('300', 'CARDINAL'), ('yesterday', 'DATE'), ('half', 'CARDINAL'), ('Physicians', 'NORP'), ('they#do', 'ORG'), ('Kno', 'PERSON')]"
77,new_york_herald_12148-bd6t54683c_article_218,article,1918-05-26,"According#to““ La“Accionz! the symptoms, vomitiüg, fever, diarrheaund
acute pains throughout thei bedy, correspond to those öf influenza. This
newspaper states that the epidemic. is
due to the turningtup of the earth-during excavation work for the #inderground railway, sewage schemes, etc
The. same thing occurred at Caracas,
in Venezuela, when such underground
works commenced. The. United States
Government 'sent a commission to. study
the epidemic, and the report concluded
that the digging operations unloosed microbes such as played havoc in the times
of the Spanish conquest.
Dr. Don.. José Pin, of the. emergency
hospitalof the Latina district in Madrid,sadvises the people#to abstain from
eating fruit and uncookod foods.","[('thei bedy', 'PERSON'), ('#', 'CARDINAL'), ('Caracas', 'GPE'), ('Venezuela', 'GPE'), (""United States\nGovernment '"", 'GPE'), ('Spanish', 'NORP'), ('Don', 'PERSON'), ('José Pin', 'PERSON'), ('Latina', 'GPE'), ('Madrid', 'GPE')]"
78,new_york_herald_12148-bd6t539326_article_20,article,1920-02-01,"(BT SPECIAL CABLE TO THE HERALD.)
WAsEINGros, Saturday.—Infiuenza
is no respecter of persons or climate,
according to the reports received by
the Public Health Service, for the epidemic is present in every state in the
Union und among every class of the
population. The service reports that
the epidemic throughout the country.
is well in hand, and does not anticipate any marked increase either in
cases or mortality
Undertakers, who are believed to be
behind the move to bring American
soldier dead home from France, have
aronsed public opinion again by the
publication to-day of a price list 0
caskets by the National Casket Company. Dr. Copeland, of the New
Tork Board of Heaith, denounted the
publication of these prices by the
casket company, declaring they were
Fshameful.“ The anncuncement has
Been withdravn, and another price list
is to be substituted, it is understood.
Copeland declared that he would turn
the announcement over to Federal officials for investigation, declaring there
was no exeuse for such action by the
undertakers.
During the past twenty-four hours
there have been 5,532 new cases of thc
disease reported in New Tork, but the
Health Board takes an optimistic view
of the situation","[('BT SPECIAL CABLE TO', 'ORG'), ('HERALD', 'ORG'), ('the Public Health Service', 'ORG'), ('Undertakers', 'PRODUCT'), ('American', 'NORP'), ('France', 'GPE'), ('to-day', 'DATE'), ('0', 'CARDINAL'), ('the National Casket Company', 'ORG'), ('Copeland', 'PERSON'), ('the New\nTork Board of Heaith', 'ORG'), ('Copeland', 'ORG'), ('the past twenty-four hours', 'DATE'), ('5,532', 'CARDINAL'), ('New Tork', 'GPE'), ('the\nHealth Board', 'ORG')]"
79,new_york_herald_12148-bd6t539326_article_19,article,1920-02-01,"Influenza has delaged the trial of
Senator Truman Newberry at Grand
Rapids, due to tho fact that two of
the jurors and several prospective witnesses have been stricken with the disCase.
New cases in Chicago continne io decrease, but the mortalitz is higher
than heretofore","[('Influenza', 'ORG'), ('Truman Newberry', 'PERSON'), ('Grand', 'GPE'), ('Rapids', 'GPE'), ('two', 'CARDINAL'), ('Chicago', 'GPE')]"
80,new_york_herald_12148-bd6t539326_article_101,article,1920-02-01,"(SPECLAL 20 TIIE UIERALb.)
Curnsorne, Saturday.—The White
Star liner Lapland, another of the
many vessels delayed by stormy
weather and poor coal, arrived this
morning and landed moro than 300
passengers.
Contrary' to Tertain rumors, tiiere
has been no influenza cpidemic on
board. Among the passengers was
Mlle. Brard, daughter of Senator
Brard, of the Morbihan department,
who, as a violinist, has been making
a tour in the United States.","[('20', 'CARDINAL'), ('Curnsorne', 'PERSON'), ('Lapland', 'GPE'), ('this\nmorning', 'TIME'), ('moro', 'ORG'), ('300', 'CARDINAL'), ('Mlle', 'PERSON'), ('Morbihan', 'GPE'), ('the United States', 'GPE')]"
